cinema_name,street,suburb,postcode,cinema_type,latitude,longitude,state
Town Hall,175 The Parade,Norwood,5067,Indoor Cinema,-34.920753999999995,138.636525,SA
Star,23 Hackney Road,Hackney,5069,Indoor Cinema,-34.917707,138.614833,SA
Town Hill,Corner of Seaview Road and North Street,Henley Beach,5022,Indoor Cinema,-34.916748,138.493807,SA
Institute,nan,Mannum,5238,Indoor Cinema,-34.914381,139.31158200000002,SA
Windsor,407a Magill Road,Saint Morris,5068,Indoor Cinema,-34.914065,138.65326399999998,SA
Institute,609 Magill Road,Magill,5072,Indoor Cinema,-34.912937,138.67523899999998,SA
Capitol,32 Payneham Road,Saint Peters,5069,Indoor Cinema,-34.912771,138.625175,SA
Town Hall,101 Payneham Road,Saint Peters,5069,Indoor Cinema,-34.911114000000005,138.626657,SA
"Benbow Amusements Ltd., 221 Pirie Street, Adelaide",nan,Stansbury,5582,Touring Circuit,-34.910362,137.79691499999998,SA
Institute,nan,Stansbury,5582,Indoor Cinema,-34.908974,137.797169,SA
Church Hall,Corner of Drake Avenue and Franklin Avenue,Flinders Park,5025,Indoor Cinema,-34.907789,138.54718799999998,SA
Town Hall,2-6 Milner Street,Hindmarsh,5007,Indoor Cinema,-34.905532,138.5709,SA
Institute,nan,Lobethal,5241,Indoor Cinema,-34.90485,138.87431899999999,SA
Druid's Hall,Corner of Eighth Street and Gibson Street,Bowden,5007,Indoor Cinema,-34.903228000000006,138.579711,SA
Shandon,Tapleys Hill Road,Seaton,5023,Drive-In,-34.903064,138.514391,SA
Piccadilly,181 O'Connell Street,North Adelaide,5006,Indoor Cinema,-34.903002,138.59463200000002,SA
Flinders Park,Corner of Crittenden Road and Hammond Road,Findon,5023,Indoor Cinema,-34.898714,138.537181,SA
Institute,62-6 Walkerville Terrace,Walkerville,5081,Indoor Cinema,-34.897517,138.614564,SA
Masonic Hall,391 Payneham Road,Marden,5070,Indoor Cinema,-34.89523,138.641021,SA
Town Hall (Windsor),nan,Walkerville,5081,Indoor Cinema,-34.89521,138.617208,SA
Croydon Odeon,79 Government Road (now corner of South Road/Paget and Hawker),Ridleyton,5008,Indoor Cinema,-34.893817,138.568892,SA
Starline,54 Glynburn Road,Hectorville,5073,Drive-In,-34.893707,138.65688500000002,SA
Ozone Prospect,85 Prospect Road,Prospect,5082,Indoor Cinema,-34.887857000000004,138.594187,SA
Odeon,58 David Terrace,Kilkenny,5009,Indoor Cinema,-34.882775,138.549647,SA
Ozone Enfield,189 Main North Road,Nailsworth,5083,Indoor Cinema,-34.880793,138.602565,SA
Star,nan,Woodville,5011,Indoor Cinema,-34.879881,138.53631399999998,SA
Town Hall,72 Woodville Road,Woodville,5011,Indoor Cinema,-34.878284,138.537507,SA
Rechabite Hall,Corner of Prospect Road and Albert Street,Prospect,5082,Indoor Cinema,-34.878121,138.593257,SA
St. Martin's Hall,Corner of Gorge Road and Lower NE Road,Campbelltown,5074,Indoor Cinema,-34.876734,138.66539699999998,SA
Roxy,41 Berry Street,Nowra,2541,Indoor Cinema,-34.875718,150.60020500000002,NSW
Klemzig,Corner of OG Road and Main NE Road,Klemzig,5087,Indoor Cinema,-34.875279,138.63307,SA
Wests,Junction Street,Nowra,2541,Indoor Cinema,-34.874307,150.600604,NSW
Athenaeum,Broadway Street,Junee,2663,Indoor Cinema,-34.86722,147.582044,NSW
Community Hall,Hall Court,Woodville Gardens,5011,Indoor Cinema,-34.866828999999996,138.547497,SA
Progressive Hall,49 le Hunte Street,Kilburn,5084,Indoor Cinema,-34.862044,138.588552,SA
Ozone Alberton,33a Fussell Place,Alberton,5014,Indoor Cinema,-34.858982,138.519687,SA
Migrant,19 Windsor Avenue,Pennington,5013,Indoor Cinema,-34.857973,138.535717,SA
Starline,Blacks Road,Gilles Plains,5086,Drive-In,-34.854651000000004,138.653974,SA
Woodville North Starline,Grand Junction Road,Mansfield Park,5012,Drive-In,-34.850471999999996,138.552085,SA
Star,78 St Vincents Street,Port Adelaide,5015,Indoor Cinema,-34.845147,138.500924,SA
Mainline,588 Main North Road,Gepps Cross,5094,Drive-In,-34.844493,138.60214,SA
Ozone Port Adelaide,186 St Vincents Street,Port Adelaide,5015,Indoor Cinema,-34.844468,138.504716,SA
Liberty,Corner of Comur and Lead Streets,Yass,2582,Indoor Cinema,-34.842490999999995,148.91161100000002,NSW
Star,65 Semaphore Road,Semaphore,5019,Indoor Cinema,-34.838925,138.484624,SA
Ozone Semaphore,2 Semaphore Road,Semaphore,5019,Indoor Cinema,-34.838556,138.481213,SA
Valleyline,Tolley Road,Modbury,5092,Drive-In,-34.828257,138.706871,SA
Institute,nan,Gumeracha,5233,Indoor Cinema,-34.82512,138.883278,SA
"Benbow Amusements Ltd., 221 Pirie Street, Adelaide",nan,Gumeracha,5233,Touring Circuit,-34.824787,138.883562,SA
Institute,nan,Tea Tree Gully,5091,Indoor Cinema,-34.820757,138.727284,SA
"Benbow Amusements Ltd., 221 Pirie Street, Adelaide",nan,Birdwood,5234,Touring Circuit,-34.820426,138.95474,SA
Cazna,Cowabbie Street,Coolamon,2701,Indoor Cinema,-34.816821999999995,147.20060900000001,NSW
Public Hall,Showground,Illabo,2590,Indoor Cinema,-34.815954999999995,147.74121499999998,NSW
Empire,Ford Street,Ganmain,2702,Indoor Cinema,-34.79615,147.038598,NSW
Harbourline,Victoria Road,Osborne,5017,Drive-In,-34.787901,138.501804,SA
Coronation,Yass Street,Gunning,2581,Indoor Cinema,-34.782388,149.266394,NSW
"Benbow Amusements Ltd., 221 Pirie Street, Adelaide",nan,Port Vincent,5581,Touring Circuit,-34.777674,137.860794,SA
Lyric,Corner of Alexandra Street,Berry,2535,Indoor Cinema,-34.775477,150.696557,NSW
Institute,nan,Mount Pleasant,5235,Indoor Cinema,-34.774825,139.04996200000002,SA
Parish Hall,nan,Minlaton,5575,Indoor Cinema,-34.772333,-34.772333,SA
Parish Hall,nan,Minlaton,5575,Indoor Cinema,-34.772333,137.595888,SA
Institute,nan,Minlaton,5575,Indoor Cinema,-34.769977000000004,137.59585900000002,SA
Hollywood,Winzor Street,Salisbury Downs,5108,Drive-In,-34.76647,138.625707,SA
Institute,17 Wiltshire Street,Salisbury,5108,Indoor Cinema,-34.762502000000005,138.647604,SA
Civic,Corner of Southter Street,Auburn,2144,Indoor Cinema,-34.7612517,149.71285659999998,NSW
"Burden, H. L.",nan,Goulburn,2580,Touring Circuit,-34.754827,149.718597,NSW
Odeon,225 Auburn Street,Goulburn,2580,Indoor Cinema,-34.751931,149.720761,NSW
Ritz,263 Auburn Street,Goulburn,2580,Indoor Cinema,-34.751424,149.722638,NSW
Plaza,8 Bolton Street,Narrandera,2700,Indoor Cinema,-34.745955,146.554554,NSW
Town Hall,Gerroa Road,Gerringong,2534,Indoor Cinema,-34.745645,150.827463,NSW
S/Arts,Blackwood Street,Gerringong,2534,Indoor Cinema,-34.745079,150.826386,NSW
Shandon,Main North Road,Hillbank,5112,Drive-In,-34.740452000000005,138.677029,SA
Commemoration,nan,Grong Grong,2652,Indoor Cinema,-34.738855,146.784617,NSW
Bel Air,Bel-Air Drive,Port Lincoln,5606,Drive-In,-34.736402000000005,135.858744,SA
Cinema,Moss Vale Road,Kangaroo Valley,2577,Indoor Cinema,-34.736057,150.53298700000002,NSW
Flinders,3 Hallet Place,Port Lincoln,5606,Indoor Cinema,-34.721606,135.85658700000002,SA
Civic,64 Tasman Terrace,Port Lincoln,5606,Indoor Cinema,-34.718687,135.856296,SA
Memorial Hall,Thirlmere Buxton Road,Tallong,2579,Indoor Cinema,-34.718576,150.085674,NSW
Institute,nan,Curramulka,5580,Indoor Cinema,-34.699016,137.710084,SA
"Benbow Amusements Ltd., 221 Pirie Street, Adelaide",nan,Curramulka,5580,Touring Circuit,-34.697448,137.709448,SA
"Allan Jones, No. 1",nan,Shannon's Mill,6262,Touring Circuit,-34.692343,116.417951,WA
Mt. Barker,Dean Street,Mount Barker,6324,Drive-In,-34.682826500000004,117.4086488,WA
Cinema,Manning Street,Kiama,2533,Indoor Cinema,-34.675506,150.853344,NSW
Mechanics,nan,Binalong,2584,Indoor Cinema,-34.673636,148.63013600000002,NSW
Institute,nan,Williamstown,5351,Indoor Cinema,-34.671029,138.890383,SA
Royal,nan,Bundanoon,2578,Indoor Cinema,-34.656902,150.298153,NSW
Rex,Corner of Railway Avenue and Church Street,Bundanoon,2578,Indoor Cinema,-34.656245,150.299596,NSW
Sun,Allowrie Street,Jamberoo,2533,Indoor Cinema,-34.648408,150.77668799999998,NSW
Regent,nan,Balranald,2715,Indoor Cinema,-34.639472999999995,143.56298,NSW
Roxy,301 Parker Street,Cootamundra,2590,Indoor Cinema,-34.63859,148.02334399999998,NSW
"Allan Jones, No. 1",Zamia Street,Northcliffe,6262,Touring Circuit,-34.6330796,116.11985130000001,WA
H. F. Kanzler,nan,Mount Barker,6324,Touring Circuit,-34.62526549,117.658018,WA
Hall,Muir Street,Mount Barker,6324,Indoor Cinema,-34.6252651,117.6580182,WA
Avoca,69 Avoca Drive,Avoca,2577,Indoor Cinema,-34.613521999999996,150.479323,NSW
"McGeachie, N.",nan,Galong,2585,Touring Circuit,-34.601181,148.557397,NSW
Institute,nan,Lyndoch,5351,Indoor Cinema,-34.601155,138.890817,SA
Regal,nan,Gawler,5118,Indoor Cinema,-34.599540000000005,138.74914109999997,SA
Institute,nan,Two Wells,5501,Indoor Cinema,-34.594795,138.515834,SA
Victory,Coleambally Road,Darlington Point,2706,Indoor Cinema,-34.594196999999994,145.992008,NSW
J. T. Fulton,nan,Darlington Point,2706,Touring Circuit,-34.593329,145.991325,NSW
J. Nulty,nan,Robinvale,3549,Touring Circuit,-34.59,142.77200000000002,VIC
School of Arts,nan,Robertson,2577,Indoor Cinema,-34.588522999999995,150.59155900000002,NSW
Public Hall,nan,Robinvale,3549,Indoor Cinema,-34.584386,142.772219,VIC
Valley,nan,Robinvale,3549,Drive-In,-34.581726,142.769488,VIC
Empire,Corner of Addison and Sophia Streets,Shellharbour,2529,Indoor Cinema,-34.580396,150.863931,NSW
Pictures,Tongarra Road,Albion Park,2527,Indoor Cinema,-34.570721999999996,150.775031,NSW
Orana,nan,Pine Point,5571,Indoor Cinema,-34.568007,137.880736,SA
Olympia,Fisher Street,Oak Flats,2529,Indoor Cinema,-34.564107,150.816172,NSW
"Eastment, R. H.",nan,Harden,2587,Touring Circuit,-34.553706,148.365179,NSW
Royal,Argyle Street,Moss Vale,2577,Indoor Cinema,-34.553415,150.364567,NSW
Lyceum,84 Neill Street,Harden,2587,Indoor Cinema,-34.552382,148.36602,NSW
Roxy Garden,nan,Leeton,2705,Open Air Cinema,-34.551393299999994,146.4066521,NSW
Roxy,nan,Leeton,2705,Indoor Cinema,-34.551393,146.40665180000002,NSW
Royal,nan,Moss Vale,2577,Indoor Cinema,-34.548821000000004,150.37416499999998,NSW
Century,Peterborough Avenue,Lake Illawarra South,2528,Indoor Cinema,-34.543454,150.863566,NSW
Institute,nan,Tanunda,5232,Indoor Cinema,-34.523534999999995,138.961553,SA
Open Air,Lachlan Street,Hay,2711,Open Air Cinema,-34.508774,144.84368500000002,NSW
Majestic,Lachlan Street,Hay,2711,Indoor Cinema,-34.508771,144.843682,NSW
Institute,nan,Angaston,5353,Indoor Cinema,-34.501144599999996,139.0480842,SA
Talkies,Martin Street,Stockinbingal,2725,Indoor Cinema,-34.498713,147.88398600000002,NSW
Regal,Princes Highway,Dapto,2530,Indoor Cinema,-34.498272,150.79131999999998,NSW
Barossaline,Barossa Valley Highway,Tanunda,5232,Drive-In,-34.497935999999996,138.984816,SA
Institute,nan,Port Victoria,5573,Indoor Cinema,-34.496189,137.482969,SA
H. F. Kanzler,nan,Kendenup,6323,Touring Circuit,-34.48978220000001,117.62359029999999,WA
Lakeline,Kanahooka Road,Dapto,2530,Drive-In,-34.486553,150.80649,NSW
Lakeline,nan,Brownsville,2530,Drive-In,-34.485582,150.806176,NSW
Odeon,204 Cowper Street,Warrawong,2502,Indoor Cinema,-34.4852281,150.88788430000002,NSW
Whiteway,Wentworth Street,Port Kembla,2505,Indoor Cinema,-34.4827476,150.9033475,NSW
Empire,Bong Bong Street,Bowral,2576,Indoor Cinema,-34.4791552,150.4177969,NSW
Institute,nan,Wasleys,5400,Indoor Cinema,-34.47244,138.684011,SA
Institute,nan,Nuriootpa,5355,Indoor Cinema,-34.466667,138.98333300000002,SA
Riverline,Adelaide Road,Loxton,5333,Drive-In,-34.459907,140.558754,SA
Goldsworth,Goulburn Street,Crookwell,2583,Indoor Cinema,-34.459565000000005,149.472096,NSW
Crown,nan,Crookwell,2583,Indoor Cinema,-34.45562,149.467426,NSW
Unanderra,Princes Highway,Unanderra,2526,Indoor Cinema,-34.454739000000004,150.84488000000002,NSW
L. N. Mullens,nan,Freeling,5372,Touring Circuit,-34.454464,138.809953,SA
Avon,nan,Loxton,5333,Indoor Cinema,-34.45152,140.57038500000002,SA
Regal,118 Hume Highway,Mittagong,2575,Indoor Cinema,-34.450939,150.446222,NSW
Mittagong,Hume Highway,Mittagong,2575,Indoor Cinema,-34.450928999999995,150.44794,NSW
Vogue,nan,Loxton,5333,Indoor Cinema,-34.450907,140.570434,SA
Corona,nan,Loxton,5333,Indoor Cinema,-34.450387,140.570274,SA
Strand,Hoskins Street,Temora,2666,Indoor Cinema,-34.447142,147.53387,NSW
"Allan Jones, No. 1",Brockman Street,Pemberton,6260,Touring Circuit,-34.4446652,116.03490090000001,WA
Empire,Marsden Street,Boorowa,2586,Indoor Cinema,-34.441881,148.715248,NSW
Institute,nan,Mallala,5502,Indoor Cinema,-34.438339,138.50986899999998,SA
Cinema,nan,Mallala,5502,Indoor Cinema,-34.43719,138.509866,SA
"Allan Jones, No. 1",nan,Quinninup,6258,Touring Circuit,-34.433684,116.25108700000001,WA
Miner's Hall,Corner of Benjamin and Cordeaux Roads,Kembla Heights,2526,Indoor Cinema,-34.431903000000005,150.81728700000002,NSW
Regent,Keira Street,Wollongong,2500,Indoor Cinema,-34.4276104,150.8929128,NSW
Crown,Corner of Keira and Burelli Streets,Wollongong,2500,Indoor Cinema,-34.4260624,150.89299450000001,NSW
Savoy,Church Street,Wollongong,2500,Indoor Cinema,-34.4251974,150.8950873,NSW
Southline,nan,Wollongong,2500,Drive-In,-34.424984,150.893124,NSW
Civic,Kembla Street,Wollongong,2500,Indoor Cinema,-34.4240117,150.8977429,NSW
Institute,nan,Ardrossan,5571,Indoor Cinema,-34.42307,137.917428,SA
Institute,nan,Point Pearce,5573,Indoor Cinema,-34.416307,137.502374,SA
Memorial,nan,Taralga,2580,Indoor Cinema,-34.395809,149.820588,NSW
Pictures,68 - 70 Elliotts Road,Fairy Meadow,2519,Indoor Cinema,-34.393653,150.893813,NSW
Southline,Balgownie Road,Fairy Meadow,2519,Drive-In,-34.389804,150.893397,NSW
S/Arts,Corner of Balgownie Road and School Lane,Balgownie,2519,Indoor Cinema,-34.387968,150.872503,NSW
J. Nulty,nan,Werrimull,3496,Touring Circuit,-34.387305,141.59671799999998,VIC
Institute,nan,Tumby Bay,5605,Indoor Cinema,-34.37523,136.102522,SA
Institute,nan,Maitland,5573,Indoor Cinema,-34.374162,137.673247,SA
Strand,Railway Street,Corrimal,2518,Indoor Cinema,-34.373166,150.896895,NSW
Princess,nan,Corrimal,2518,Indoor Cinema,-34.371357,150.897287,NSW
Globe,nan,Ardlethan,2665,Indoor Cinema,-34.357355,146.903401,NSW
L. N. Mullens,nan,Hamley Bridge,5401,Touring Circuit,-34.356089000000004,138.680883,SA
Roxy,nan,Ariah Park,2665,Indoor Cinema,-34.348094,147.21901200000002,NSW
Institute,nan,Kapunda,5373,Indoor Cinema,-34.3410932,138.9151993,SA
Royal,nan,Bulli,2516,Indoor Cinema,-34.333861,150.913281,NSW
"Allan Jones, No. 1",nan,Nyamup,6258,Touring Circuit,-34.327264299999996,116.3071867,WA
Roma,Lawrence Hargrave Drive,Corrimal (Thirroul),2518,Indoor Cinema,-34.317628000000006,150.91713000000001,NSW
Kings,Lawrence Hargrave Drive,Thirroul,2515,Indoor Cinema,-34.317401000000004,150.917814,NSW
"Allan Jones, No. 2",nan,Augusta,6290,Touring Circuit,-34.314921000000005,115.15925800000001,WA
Strand,Corner of Burrowa and Clarke Streets,Young,2594,Indoor Cinema,-34.312412,148.293025,NSW
Roxy,nan,Red Cliffs,3496,Indoor Cinema,-34.306484000000005,142.186521,VIC
"Allan Jones, No. 1",Struggle Street,Jardee,6258,Touring Circuit,-34.297404,116.08943000000001,WA
Pictures,Remembrance Drive,Bargo,2574,Indoor Cinema,-34.294269,150.581338,NSW
Rourke's Circuit,nan,Cranbrook,6321,Touring Circuit,-34.2937804,117.55680259999998,WA
H. F. Kanzler,nan,Cranbrook,6321,Touring Circuit,-34.293780100000006,117.5568023,WA
Empire,Lawrence Hargrave Drive,Coledale,2515,Indoor Cinema,-34.28999520000001,150.9457528,NSW
Rio,Corner of Jondaryan and Banna Avenue,Griffith,2680,Indoor Cinema,-34.289178,146.050354,NSW
Lyceum,Banna Avenue,Griffith,2680,Indoor Cinema,-34.288339,146.043823,NSW
Rivoli,nan,Berri,5343,Indoor Cinema,-34.285962,140.600344,SA
Murrayville,nan,Berri,5343,Drive-In,-34.285321,140.605568,SA
"Benbow Amusements Ltd., 221 Pirie Street, Adelaide",nan,Price,5570,Touring Circuit,-34.2853,137.992798,SA
Royal,Yapuntah Street,Barellan,2665,Indoor Cinema,-34.284754,146.572214,NSW
Institute,nan,Moorook,5332,Indoor Cinema,-34.277821,140.34733500000002,SA
L. N. Mullens,nan,Tarlee,5411,Touring Circuit,-34.273998,138.771085,SA
Palace,411 Lawrence Hargrave Drive,Scarborough,2515,Indoor Cinema,-34.270701,150.960857,NSW
Cinema,nan,Scarborough,2515,Indoor Cinema,-34.27006,150.961099,NSW
Institute,nan,Owen,5460,Indoor Cinema,-34.269743,138.54593799999998,SA
Institute,nan,Cummins,5631,Indoor Cinema,-34.2641785,135.7275957,SA
S/Arts Hall,Thirlmere-Buxton Road,Buxton,2571,Indoor Cinema,-34.253807,150.53471499999998,NSW
Bonney,nan,Barmera,5345,Indoor Cinema,-34.252083,140.46547900000002,SA
"Allan Jones, No. 1",Bryce Street,Deanmill,6258,Touring Circuit,-34.250363899999996,116.0841896,WA
Bonney Line,Sturt Highway,Barmera,5345,Drive-In,-34.249671,140.436893,SA
Regent,Corner of North and Main Avenue,Yenda,2681,Indoor Cinema,-34.247484,146.195281,NSW
Manijump,Pritchard Street,Manjimup,6258,Drive-In,-34.2473127,116.13842,WA
Town Hall and Gardens,Rose Street,Manjimup,6258,Indoor/Open Air Cinema,-34.2426815,116.14421180000001,WA
Town Hall,Rose Street,Manjimup,6258,Indoor Cinema,-34.24268120000001,116.1442115,WA
Roxy,Rose Street,Manjimup,6258,Indoor Cinema,-34.2426809,116.1442112,WA
Robbie's Hall,Ipsen Street,Manjimup,6258,Indoor Cinema,-34.2414303,116.1326146,WA
Sixteenth Street Drive-In Hoyts-Ozone Theatre Corpn.,nan,Mildura,3500,Drive-In,-34.217131,142.128028,VIC
Crossroads,nan,Mildura,3500,Drive-In,-34.206897,142.1363,VIC
"Allan Jones, No. 2",nan,Karridale,6288,Touring Circuit,-34.20122,115.099581,WA
Cinema,62 Westbourne Avenue,Thirlmere,2572,Indoor Cinema,-34.200537,150.572147,NSW
"Allan Jones, No. 1",nan,Dixvale,6258,Touring Circuit,-34.196623200000005,116.0613402,WA
Pictures,Corner of Westbourne Avenue and The Crescent,Thirlmere,2572,Indoor Cinema,-34.196189000000004,150.572576,NSW
Pictures,nan,Appin,2560,Indoor Cinema,-34.193981,150.789812,NSW
Empire,Parkes Street,Helensburg,2508,Indoor Cinema,-34.1896885,150.9845986,NSW
Bel-Air,nan,Waikerie,5330,Drive-In,-34.185184,139.977226,SA
Ozone,nan,Mildura,3500,Indoor Cinema,-34.185,142.166,VIC
Saint Albans Hall,nan,Port Wakefield,5550,Indoor Cinema,-34.184944,138.147985,SA
Astor,21-23 Langtree Avenue,Mildura,3500,Indoor Cinema,-34.183076,142.162234,VIC
Picton,Argyle Street,Picton,2571,Indoor Cinema,-34.179771,150.608276,NSW
Austral,nan,Waikerie,5330,Indoor Cinema,-34.179592,139.986276,SA
Groveline,nan,Renmark,5341,Drive-In,-34.176546,140.745223,SA
Roxy Gardens,nan,Renmark,5341,Open Air Cinema,-34.174001000000004,140.75124,SA
Capitol,145 Murray Avenue,Renmark,5341,Indoor Cinema,-34.173776000000004,140.75048600000002,SA
Ozone,145 Murray Avenue,Renmark,5341,Indoor Cinema,-34.173742,140.75065700000002,SA
Institute,nan,Eudunda,5374,Indoor Cinema,-34.171455,139.084599,SA
Royal,nan,Merbein,3505,Indoor Cinema,-34.168,142.061,VIC
Municipal Hall,nan,Merbein,3505,Indoor Cinema,-34.16798,142.058619,VIC
"Allan Jones, No. 1",nan,Palgarup,6258,Touring Circuit,-34.163390899999996,116.1839439,WA
L. N. Mullens,nan,Riverton,5412,Touring Circuit,-34.160683,138.747178,SA
Pictures,nan,Riverton,5412,Indoor Cinema,-34.159283,138.747432,SA
Institute,nan,Balaklava,5461,Indoor Cinema,-34.1461701,138.41518530000002,SA
Canberra,nan,Barmedman,2668,Indoor Cinema,-34.144227,147.386625,NSW
L. N. Mullens,nan,Marrabel,5413,Touring Circuit,-34.143606,138.877814,SA
Institute,nan,Yeelanna,5632,Indoor Cinema,-34.137904,135.726248,SA
Memorial,nan,Bribbaree,2594,Indoor Cinema,-34.120968,147.883816,NSW
National,Corner of Helena Street and Darling Lane,Wentworth,2648,Indoor Cinema,-34.105173,141.918593,NSW
De Luxe,nan,Dareton,2717,Indoor Cinema,-34.095119,142.043097,NSW
L. N. Mullens,nan,Saddleworth,5413,Touring Circuit,-34.084604999999996,138.781505,SA
Institute,nan,Saddleworth,5413,Indoor Cinema,-34.08393,138.782324,SA
Bigga,Bigga Street,Bigga,2583,Indoor Cinema,-34.083882,149.151406,NSW
Institute,Russell Street,The Oaks,2570,Indoor Cinema,-34.074912,150.571553,NSW
Gayline,nan,Campbeltown,2560,Drive-In,-34.0704,150.808534,NSW
Town Hall,nan,Moonta,5558,Indoor Cinema,-34.0686198,137.5918907,SA
Cinema,Hume Highway,Engadine,2233,Indoor Cinema,-34.06603,151.012543,NSW
Paramount,39 Elizabeth Street,Camden,2570,Indoor Cinema,-34.053036999999996,150.697237,NSW
Odeon,2 Cronulla Street,Cronulla,2230,Indoor Cinema,-34.051621000000004,151.15316,NSW
Macquarie,Campbelltown Road,Campbelltown,2560,Indoor Cinema,-34.050835,150.82541,NSW
Gayline,Morshead Road,Narellan,2567,Drive-In,-34.04862,150.752579,NSW
Rourke's Circuit,nan,Tambellup,6320,Touring Circuit,-34.040965500000006,117.640027,WA
H. F. Kanzler,nan,Tambellup,6320,Touring Circuit,-34.040965299999996,117.640025,WA
Koorawatha,Boorowa Street,Koorawatha,2807,Indoor Cinema,-34.040064,148.553636,NSW
"Benbow Amusements Ltd., 221 Pirie Street, Adelaide",nan,Cadell,5321,Touring Circuit,-34.039386,139.766,SA
Intimate,nan,Miranda,2228,Indoor Cinema,-34.034968,151.10216599999998,NSW
Kingsway,520 The Kingsway,Miranda,2228,Indoor Cinema,-34.03492,151.104874,NSW
Institute,nan,Morgan,5320,Indoor Cinema,-34.033333,139.666667,SA
Civic,Boyle Street,Sutherland,2232,Indoor Cinema,-34.032722,151.057438,NSW
Odeon,28 Boyle Street,Sutherland,2232,Indoor Cinema,-34.032709999999994,151.057148,NSW
School of Art,East Parade,Sutherland,2232,Indoor Cinema,-34.031897,151.05656000000002,NSW
Sutherland,Station Street,Sutherland,2232,Indoor Cinema,-34.0314726,151.0579866,NSW
Mecca,30 Eton Street,Sutherland,2232,Indoor Cinema,-34.031375,151.059442,NSW
Skyline,Corner of Parraweena and Taren Point Road,Caringbah,2229,Drive-In,-34.026548999999996,151.120347,NSW
Institute,nan,Auburn,5451,Indoor Cinema,-34.025341999999995,138.68588799999998,SA
L. N. Mullens,nan,Auburn,5451,Touring Circuit,-34.025288,138.685582,SA
